Year,Month,Crop,Region,Temperature,Rainfall,Humidity,Soil_pH,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Fertilizer_Use,Pesticide_Use,Previous_Year_Yield,Sowing_To_Harvest_Days,Predicted_Yield
2022,6,Pea,Bilaspur Division,17.558738490235662,82.14912149013813,63.238769233204835,8.269506135262539,17.437345634975383,56.14650390503033,62.32837668736471,100.63042509792348,6.212001446041821,3516.1526397374387,91,4431.561088476531
2016,9,Niger,Balod Division,21.95014164850362,193.4626494937567,47.877295879011925,6.119929554675116,18.974767027939443,54.20376481550924,241.7091213648174,211.58636891254386,0.03536623703224606,3370.403736441016,107,1632.2953914480756
2017,2,Mustard,Raipur Division,23.707872923514714,65.22548327487333,57.30453813122307,8.122327354077491,29.75396782832401,32.60442551694862,78.38664215187971,83.42648346271756,9.311311755688491,2852.1705999109395,138,3175.5392967287935
2015,1,Wheat,Surguja Division,22.9192317749521,57.73272034839151,39.81322767181124,5.591373424211491,48.46408102299515,52.859647679340284,110.94456121059574,189.69609356297747,3.614510847745417,2984.9744556970822,97,2343.171929672486
2015,10,Niger,Sarangarh-Bilaigarh Division,28.386172183237584,228.60352536762446,48.24743096808217,5.772629615108945,40.78568655534618,12.41979409728828,214.50356039966968,206.0518661840956,3.9693186238434865,3302.0590317563906,147,1873.5568008982548
2017,12,Gram,Raipur Division,32.83786206513125,140.41177371026112,67.26637949461218,8.06402512415279,29.532385713033804,17.425871212855874,93.74806462081861,116.02235957104823,1.7410924753323498,6444.188163900468,104,2682.2800109668574
2025,2,Jwar,Bilaspur Division,21.12102927045576,81.34383730846832,48.10800335166931,7.391668092727586,23.508765782488684,30.698384924202706,98.59369169091411,114.4594946805817,3.7815161329246108,5414.7888298364005,106,4136.511832228722
2019,7,Gram,Balod Division,26.037542728423713,113.40319271492706,83.9845847045323,7.7417084141186505,31.9707397339377,34.16960333410632,178.46179115820365,161.56053624182937,8.03943530776052,1857.0060054345347,112,1996.1655062072405
2017,3,Arhar,Balod Division,30.788188438271714,210.52162683809976,67.70441745845937,6.128253012465563,39.934433337144796,23.175357676042843,105.21721769785246,222.25726655095275,7.999916725555348,5862.065882433509,155,3691.168458067912
2015,10,Wheat,Sarangarh-Bilaigarh Division,23.324361176906987,118.88414178521279,56.31894110615907,7.11125036677031,41.357143538112005,27.823833542389373,93.48952680154005,94.78124038269611,9.357968408954529,4666.516631993357,159,2650.977510100427
2015,2,Jwar,Balod Division,18.36236256798592,173.630281280102,32.32541613325095,7.711657670713914,22.98435192387779,18.138805051268438,100.8355428611315,238.25163920848053,4.032294726807958,5952.968800609546,116,3998.6168594183046
2022,11,Pea,Balod Division,24.499019305274963,80.42382668166807,59.97290011228027,7.381942411030788,38.846370728555094,34.45670158579536,148.12949986814536,169.82373696402163,7.087215037485843,3208.548435651141,126,4172.837635819092
2024,7,Maize,Raipur Division,16.10445041486057,197.02340940136173,75.88657452750536,6.915096300673628,36.31155120144744,49.69216464339306,243.2199745462964,248.42529427045523,5.072375552075571,3822.594324058594,138,2657.705008625753
2025,2,Masoor,Surguja Division,33.847669080045534,129.01942096081603,45.933455880744816,8.379351359313144,48.36449167985176,43.06801968306529,216.44758831224567,67.92274479906453,8.04022789519131,5981.1352865405415,153,4267.820053637555
2016,3,Niger,Sarangarh-Bilaigarh Division,16.49642410389946,206.74210863217914,78.40641417892604,7.5284720003603365,47.24361162032059,15.389612368277064,106.92205291203543,75.31242730135182,7.1254200913299695,2862.8656795684074,123,1851.7693992520503
2017,11,Gram,Raipur Division,23.769134305011562,252.09872057600572,45.10840596305289,8.223252400723714,41.57517302414308,34.3790801698358,122.67464169961954,215.32836074269653,3.6790292528627564,6077.504381227077,107,2834.0211024504015
2016,7,Moong,Surguja Division,25.597625221770524,202.9116048474981,79.42478327704802,7.6893115347210435,38.93578755419714,44.88231913898625,142.90245010081549,222.95117912076984,3.366738342536925,5642.498560721347,153,4261.690699470971
2017,4,Soybean,Raipur Division,34.70607664574571,123.93689064875517,35.116100496700646,7.7063905857930495,20.961663588171035,36.49476482769706,245.7859294033981,139.0917376741868,2.524424630279676,6402.789704546467,163,2814.0055084620853
2021,1,Arhar,Raipur Division,18.320436472857217,113.9359253870751,81.97102253214177,5.740054809273038,43.83861024394133,29.583779826777448,84.47809366714314,192.814235228467,5.765157904886378,3121.2879350818152,133,2928.99643912935
2015,5,Kulthi,Balod Division,17.28863037224717,131.85523968336202,59.951187055999824,6.57839386556183,27.100228148534644,41.09572106419391,121.49662069837657,223.5114574891077,9.638428515938596,2678.765900023917,106,3398.123638034918
2024,12,Pea,Surguja Division,15.174122941250872,91.15512830912621,47.792255377215724,8.075108220158976,20.88962170024179,58.431933265013775,195.885218796543,58.62555764376573,2.00066737617566,3154.334485228641,148,4170.683159312857
2022,9,summer paddy,Sarangarh-Bilaigarh Division,18.111428737386046,95.29296271250502,45.90679502490893,6.197811586446268,25.366430318138498,14.745395488303899,242.78874685378867,164.79008459865173,0.9525245490432521,6273.248979943676,102,5879.036318538982
2024,8,Pea,Sarangarh-Bilaigarh Division,19.14545958135335,247.67277547504196,55.920633535821764,5.846517598469399,43.43741960066032,29.500803037378034,81.13504255284754,220.6961333052979,1.1940064207631362,3165.3664802647077,141,4499.546631834269
2024,12,Pea,Surguja Division,27.611618831661847,146.18314412686124,89.94296988621869,6.47831816991638,15.945328623115401,30.33029265230478,95.47599083886915,129.630988916955,7.8309867625014995,4326.059099786191,149,4698.109292770862
2024,9,Arhar,Balod Division,19.394135807828008,158.99879514264646,43.219643606254955,6.1613136546778415,28.2463496447929,38.84836552341855,95.13893487808605,110.47672122248537,3.501048042845637,3518.396412932571,131,2989.780341645469
2016,10,Niger,Bilaspur Division,15.410416294586504,198.51236639170278,36.192998932739975,8.275864584379466,29.69430378117959,17.608730094095897,54.186405898414705,209.1413370189675,2.2436682769237972,3481.1007224089044,153,1694.9114235605932
2017,9,Niger,Raipur Division,31.532366910049774,197.4133737878869,65.10211012311972,8.103899926006394,11.465187903952776,18.832151493523476,170.8231249961899,117.15731670056724,3.5284411837350005,2466.893049395276,155,1235.5024655323793
2023,7,Gram,Balod Division,22.311914020079335,66.84421788048144,59.312547986415424,6.999049690848713,17.829841181926614,24.268069299892733,184.14061482917876,50.63485963690064,6.453308128295218,4185.397703987951,123,2189.617662338145
2021,4,Millets,Surguja Division,22.07393373161468,257.8851965844164,61.451776263798436,5.684031623451604,43.06969714303426,57.79350216342598,170.50517802505067,241.91451752581315,5.4678712482828375,5747.0212748360345,176,3145.8181479754535
2018,5,Urd,Raipur Division,21.049580583358534,94.33163830598485,70.01612505343303,7.643687038279468,43.23069554379043,46.70542906154513,64.26459788256287,168.4246472702037,7.43589406521226,1747.425067769354,160,1148.2867747294206
2024,1,Kulthi,Sarangarh-Bilaigarh Division,34.507465542928415,230.76790901241722,46.02864419223896,7.370235194008794,21.69660335536992,43.08466508457516,63.84602514912634,213.90358374201423,3.390741484817763,5946.132968317108,153,4507.718970945295
2019,1,Groundnut,Bilaspur Division,18.40230834618563,243.16774703204166,84.63989972303331,8.411664012185488,44.99588938391705,50.847884369713114,92.0773108988248,215.06031246854292,4.520285734646854,4827.364825686497,122,3996.1495079677684
2016,3,Masoor,Sarangarh-Bilaigarh Division,32.9647612790647,228.7248835228284,56.14032396733742,7.176859720811131,40.871317562733914,16.378823445834648,108.05890313978293,63.28208407454656,1.019683689629235,4583.690402874515,101,4273.0555055322075
2025,8,Gram,Surguja Division,30.53606664279776,194.7444116385363,37.74517170854771,6.509181170208729,26.716299351816374,52.966640986187585,207.30873118200947,84.17203987729296,0.7305864603278145,4629.501164619962,165,2618.3065043053653
2022,2,Gram,Raipur Division,16.52959910998626,53.65224927722072,74.53792540403666,7.057065080735667,39.93625377620151,39.741635694375205,81.87805314978422,112.22413615192949,4.622552428441004,2981.349179772347,108,2467.235616241206
2018,4,Tiwra,Surguja Division,34.73458203001697,140.09387309079267,68.58626115707102,8.43778987421355,48.45338524779225,26.76645037294677,58.818443279506425,114.13985700826457,3.0159660744592354,3575.722519341439,98,2816.821784464993
2023,2,Rice,Raipur Division,20.42731927078021,201.2098573406453,48.94460414904223,7.589087297599091,28.358788722613955,50.792762787284516,128.79750154261103,181.75722353618258,6.128005721361308,5496.450029521073,163,2696.7233538583146
2019,5,Kulthi,Balod Division,16.971658540448246,146.8628239806347,67.2911234420429,7.515928413781154,19.537087158139347,50.128226717431204,133.27843402838408,174.62658415053696,0.43002165444571916,3031.905184681448,106,3729.1689636264414
2023,9,Til,Bilaspur Division,31.58628468251519,265.86997372820326,43.19171738213861,6.222044769177656,47.67266000200624,52.285429085836356,140.18146763779083,148.91795560196275,1.2176637759956543,3850.101047863484,139,4387.4095945225135
2018,1,Maize,Balod Division,29.133510673554,127.20056883740384,56.69036156043177,7.730807552681853,34.14977154253026,15.775895005349108,215.3807088053937,92.25274646175359,8.651908111063952,1598.1613569382666,128,1993.590821980595
2024,5,Masoor,Balod Division,27.344376117558014,123.38369811466511,83.96475133003952,7.750815488415315,14.210606499217013,58.4680622497888,69.60108297418834,126.39669393806068,5.663116215191045,5167.791764677533,130,4449.124314597389
2019,9,Soybean,Surguja Division,18.119617273978662,116.4994232731645,38.01205398964497,6.451866951327716,32.90731263426758,57.981307689486556,190.78841648439243,158.7187936930339,7.120545336912272,3588.5108833930285,99,2332.7512353565844
2023,1,Soybean,Bilaspur Division,24.569922325119236,133.19521724019887,53.201786999247716,6.95114149717214,30.02323557793195,27.873482275087078,117.58911420905815,143.5970732207884,8.419721187072957,4126.793842368018,101,2468.1845808155917
2022,9,Moong,Raipur Division,30.611120537744277,189.3512410785468,79.26854548322083,6.383809998821368,44.22355576302254,13.294700910595981,111.996027287094,75.45850661901568,4.638343429500522,2073.446589053793,168,3292.1159242863528
2017,8,Tiwra,Raipur Division,21.072478762876806,226.7538235681477,88.16945396437069,6.27611521097286,31.227807590540856,18.352783473439285,236.50862521719597,179.90209870038476,7.610603839674761,6458.571143937184,104,3743.2778934029
2015,4,Tiwra,Sarangarh-Bilaigarh Division,21.23379657030083,215.64197943469628,57.235568185307756,5.577688210748455,20.20929737377134,59.64154127223485,99.6937048833484,64.61035536213211,5.245855790735243,3012.3391349242297,117,2837.701362432325
2017,12,Til,Raipur Division,15.062818120962442,251.9294549953699,60.41997720860084,6.355635233959997,37.025762554595545,38.150647158583155,178.50636706787327,125.63893661621606,2.2274877027370388,4674.948307982252,93,4420.118705363242
2018,11,Millets,Surguja Division,18.484868032907592,271.4784988743562,64.33031770702618,7.161909849634824,31.703018101423208,27.8310899413026,105.0255514752184,192.0058695350458,3.376561688009395,4406.181724272327,125,3078.5446987847554
2016,10,Soybean,Balod Division,32.50811250243669,254.01976058583782,85.94088849802264,5.504803562647086,19.321785130674897,24.41013469250194,151.42877652807704,54.004706903941305,4.903504410556608,5425.461019624951,154,2286.268901273355
2015,5,Mustard,Balod Division,23.834929832754142,54.736350843588646,81.49240745862178,6.349657251429003,32.94511431771632,22.84958676554738,207.25857851925556,163.99656380906322,3.1688555217227075,2969.1847781098027,136,3171.2507614550887
2021,5,Gram,Balod Division,34.684689984688674,233.97948838799718,40.23606747729866,8.14423099696975,42.86142311558745,43.2076382527241,226.3445047032521,116.90419482865946,3.3552769134989835,5279.636724986187,170,2548.3241781614543
2022,11,Rice,Bilaspur Division,22.914159271475853,102.0998934045829,56.2054690708245,7.280945755322083,11.142836708960418,30.969391575984297,217.73944805901007,51.76636868454689,3.373928312487664,3412.508653428672,128,2297.1075695569225
2021,12,Jwar,Raipur Division,29.303729095604822,83.23201067699566,57.84002569178558,7.323588472242942,35.23404154580447,58.27053496843058,166.43614722892795,88.07665421219437,1.2283997885710418,3555.8048292317458,127,3429.928068730215
2019,6,Groundnut,Surguja Division,20.638380858094582,209.62219619978387,77.3457666989254,6.710092915079059,23.983407831375683,44.19215153226807,99.76326306764443,238.1892386541309,0.8464260721225136,4863.562632433851,133,4125.8794483326565
2015,7,Rice,Bilaspur Division,22.276192822818672,129.93579885192372,66.17357295632613,7.529416430477233,21.70685783037697,49.60222955244806,182.24667665237314,154.2297811010181,0.46496039691304336,5421.428858702344,140,2666.142334817778
2021,8,Arhar,Sarangarh-Bilaigarh Division,18.814519751817894,64.27929084261082,69.25322772174079,6.069798298691078,25.703510014444454,24.637077429157998,191.9810091559216,249.44544092582635,1.1095626103433676,4834.333180602795,174,3119.372949983635
2021,8,Millets,Surguja Division,21.9412473699879,84.40743359959033,89.89199445993705,7.956240431152574,23.68090656991927,13.959320455431293,52.13839802270029,154.96335007294823,3.43707092135618,5999.39760285576,115,3546.4607120803435
2023,11,Kulthi,Surguja Division,25.94475040841286,50.23235421749027,34.497602608200786,5.850067359807699,43.289564268337664,34.39114186909406,137.84210218637492,158.78728245805365,5.938718057830571,2925.795147550337,125,3445.1962419031156
2017,2,Masoor,Surguja Division,34.835457619584986,275.80590683617686,43.38058941202398,7.468004063959327,20.991912430716024,25.729077327311366,218.65240856435287,128.3686025865705,1.8814692720940895,6003.083660509747,158,4668.079468969268
2023,9,Gram,Balod Division,28.284034261435714,56.154495960309646,54.47375624229281,6.52344797745905,39.32612092426342,20.104158250396182,147.9175192486095,112.00808374628286,8.88008846002638,2154.3176297168934,90,1704.1175058479666
2015,7,Til,Surguja Division,18.98491908816628,102.36394237737777,50.86694418293323,7.74253891174743,13.76239280914355,57.63210654004307,112.27508843266423,100.30911062658896,8.083824312394494,4797.651595149903,142,4872.186457421893
2015,4,Tiwra,Raipur Division,15.899228831831023,154.06569517197684,31.298733680819016,7.149293653798059,48.05585489937663,32.199410717101514,224.35955420493255,118.68412322613477,5.205271128091637,4238.153256900888,95,3001.847412700291
2018,4,Gram,Surguja Division,17.52712962629021,139.14283148770477,35.50665638827055,6.857059115436149,34.892665489942075,18.735429602439282,81.17613950596115,141.97021618008642,7.242098308133599,3973.1797020779472,126,2203.34469224259
2023,11,Moong,Balod Division,26.251104025460947,277.9314692281939,70.85719748421457,6.008267206279741,38.26874308178241,19.932532634056955,91.28904648324007,88.39839004615801,3.6632852469875843,3054.5601443108917,91,3644.2239694491655
2020,8,Til,Surguja Division,30.303206576335327,60.072236433635524,82.75946780175363,7.410464392853059,21.921573283778038,24.0354871232297,187.47447338722668,94.97501836113918,0.367777927330899,4018.6637265411705,158,4711.227752706839
2025,4,Mustard,Sarangarh-Bilaigarh Division,33.80838414601494,178.0536769192629,60.85362067595865,8.42430953026124,26.483862748324583,59.96581340948564,120.487188305315,104.30895373368783,9.0433284753254,2308.866781923516,179,2891.706417563926
2017,6,Pea,Sarangarh-Bilaigarh Division,15.316463439936417,220.1198656310935,62.35146477081798,7.9768102747210445,18.95113545083905,23.400575025979865,192.6033671467558,139.85197838616784,1.27793488257822,3346.604721058378,130,4245.253762661553
2015,5,Moong,Balod Division,25.455202831237393,282.9244934202922,45.30560596994276,5.6800245777670355,47.301443432088966,26.44009022892268,81.54072425189838,180.5626733628486,9.479373463796515,1993.404587419387,140,3713.1117546397045
2018,3,Masoor,Raipur Division,24.417347124463536,205.09281303093024,76.07258181802268,6.628688135083573,29.52417788405511,42.96640639920007,100.45381792016919,221.22923005725744,5.7188258826611005,4359.232998931598,136,4180.091241064709
2023,10,Maize,Raipur Division,28.12110043951408,250.93880900294067,75.10767524203538,8.276749027570816,35.21792462631959,24.698068820514912,81.3294756727267,107.42636743742867,3.0556306102142994,1978.8394309981347,102,2092.4546966209464
2017,11,summer paddy,Bilaspur Division,26.19157708930684,70.9312344613371,65.30194135305939,7.009131242671064,39.370881221228615,20.79021255298467,240.58206271270194,86.74566806828747,4.955246233118446,2301.7232195258284,165,4561.990901648749
2023,2,Masoor,Balod Division,28.74078301164961,146.48487773423184,42.75985719068057,7.486335477424538,24.84424364398156,17.931859332479934,131.08079217018482,125.769492970111,5.016298089230942,1927.3340074374066,158,3697.3934459466054
2021,9,Mustard,Surguja Division,28.161651694983806,143.48678361976687,35.82109309422537,8.237798036774171,38.80406618156565,25.63413325138961,117.4439819820452,228.87661527437115,0.23287079442581904,3406.55319976039,155,2929.7498856652123
2018,10,Tiwra,Balod Division,17.340234497158924,271.5720541139294,33.85431455142756,8.121384071259643,37.039699590253605,15.295784481438677,52.84043123415294,51.972145667427895,3.5545985188413862,5709.792272091742,148,3221.5973624277804
2017,9,Kulthi,Bilaspur Division,30.99435827237439,87.84279281581874,65.56176399857267,7.005461126621533,38.226373354957865,10.932329320739145,80.68351588217749,185.57372321154907,7.398657995429174,6034.481958169138,157,3848.2484913688704
2024,1,Til,Balod Division,17.464651514326498,87.97154308415756,79.502119148568,6.812938907972806,29.569196008184516,50.232084866733864,134.2271712484999,145.4320092823163,5.10069188950708,1859.4472730000668,148,4078.8466166609983
2019,10,Jwar,Balod Division,28.970612504182743,132.13953747144961,81.49982590685549,6.519077855438761,25.31749529166468,16.89474712072883,63.70055851437881,82.20924299213601,2.442301170095842,4672.750704308135,99,3310.186015075821
2019,3,Gram,Bilaspur Division,23.322907352812134,63.616511841709396,57.81732446060699,7.657058329488674,18.883287528359595,48.79884249076211,152.1478659012434,114.20430525489334,3.35109860036944,4921.927122960367,102,2173.617887294191
2017,8,Moong,Raipur Division,25.27701469153196,95.6145101631225,77.05627795840302,6.36096039841463,42.98505411203571,49.87712394933299,141.00308769288955,94.99000877540678,8.63054393115949,4168.849712160121,91,3440.019778757551
2023,6,Gram,Surguja Division,33.065960287514216,291.3024096364338,86.81281178046142,6.2496628192927,34.33400186126715,36.89597631646215,203.4336280688704,225.56643357802446,5.255496701502295,4834.924307347729,179,2844.82541706007
2018,5,Moong,Bilaspur Division,32.79767452946973,157.0459849667932,46.51020674928408,6.56874968381134,27.774087843899796,25.48409791564757,181.96054028006333,146.37467678899804,5.283521225512359,2668.4535772154763,104,3348.3582891626857
2025,5,summer paddy,Sarangarh-Bilaigarh Division,31.35712611310059,208.00480210560912,53.877620782845426,6.031645170636376,47.75983626842446,17.251636687494422,139.18946106411477,162.61885557449855,9.6146745905101,3948.2210590950804,135,5237.5022086457075
2019,6,Mustard,Raipur Division,25.202967609126468,231.52781483615922,85.88873955580084,7.585359447837302,11.913552500281552,46.84025533604996,94.93214002101429,168.73752386740412,3.2088139903664334,3454.379245179143,146,3280.4805822113435
2018,7,Arhar,Sarangarh-Bilaigarh Division,29.724796202676664,141.74035175180012,50.29385803903709,7.348721947991837,44.00687780820191,40.069349299089296,195.37271320356126,177.92342492047123,4.7954112510622835,1948.5397571981553,99,2706.974426261891
2019,1,Arhar,Raipur Division,25.257941110376187,86.80676860262923,84.83257741930777,6.948635602347531,49.903303717838895,42.7726728246782,191.57242069084083,149.11113807518598,8.11713597720834,4627.782198612445,111,3471.2204648726674
2021,9,Jwar,Surguja Division,32.39212164949555,101.6452540554452,88.86269173526794,6.670977337784664,45.47768443531469,10.433454492256551,80.65923210307749,53.574706167263166,7.589122488870297,3976.0759633577313,178,3451.3368465607145
2023,3,Til,Surguja Division,23.055516664657997,128.31661914515257,69.70864371446548,8.227187628690194,42.41746342462501,56.37585078539123,232.95036628508055,116.94453738293038,2.6579942192867256,2875.8701345129157,168,4048.779227675844
2021,4,Rice,Balod Division,34.40470688829754,209.0171050880564,79.0134173702501,5.587371354967316,24.972239736252988,13.314509372327512,62.88102320300864,86.77464814419824,1.5109104760538583,3868.4263020168573,166,3066.6412128857132
2019,10,Kulthi,Sarangarh-Bilaigarh Division,33.64645516457755,149.5701372722636,74.97273385326511,7.807323230521897,19.25256729049174,28.340294257000284,61.00754177854324,186.0285685823354,7.007045761873682,5376.490091987515,97,4096.806569294122
2024,1,Til,Raipur Division,29.83205238903571,51.70367447503203,71.97205545693143,8.205728715246666,39.39402081998404,30.13558248258501,87.4700835324854,61.34093027400933,2.5765617680719477,5508.28881404032,110,4577.244920582517
2024,11,Kulthi,Surguja Division,20.58831768352144,180.85179626686798,48.415864378873955,6.839063738289778,22.183014651542738,10.067776224897443,231.89215960975423,162.76067822232886,9.226758285242411,4747.630643746845,174,3926.6561025218325
2021,10,Pea,Bilaspur Division,17.63307177586517,280.37834797685446,33.42566027447662,7.15207147441194,17.04158728619883,34.85446546753985,153.99962480738435,92.12634445486019,1.2924769398922609,3838.7391670008187,111,4056.8973153285597
2024,3,Mustard,Surguja Division,32.09406900186395,253.01940275216975,50.58310395117904,8.333391063646115,41.46103548414365,47.640449725550496,207.58818413458002,239.76916769341224,3.183152001347765,4378.74819601924,134,3614.4885485348705
2019,2,Jwar,Bilaspur Division,18.306045722759226,256.30284281490776,70.01615911223439,6.136832545856543,22.501746089468888,51.16343265573861,95.56863761530012,117.1081884373071,0.5478724692491377,3425.0768567780856,129,3796.9011691739374
2017,2,Arhar,Raipur Division,32.085215779946715,248.76450440153278,36.151751893668084,7.060404543354055,46.57766917949354,53.96984966529422,148.04439493074818,115.04423827492684,7.033053068633781,2132.7817149711914,111,3004.8057270886816
2021,1,Niger,Surguja Division,24.81530013424721,130.9327064026059,30.715078978694525,6.924163381384639,43.62530579276501,34.38594341576847,121.65789272477645,234.67693359814476,8.912626489153983,3428.1029869304593,119,1429.9566504915883
2025,8,Wheat,Surguja Division,23.131135676162085,241.298458438598,38.38154235617632,6.27517794361111,43.90561318037021,41.53180952648252,215.56572141323852,133.46958406082825,6.3587452733100704,4151.663780348171,151,2426.1664938511035
2025,3,Maize,Raipur Division,33.06381557668858,85.79033945279825,72.94415558464772,7.955779691119323,40.86278904223305,13.975985664824938,54.520887871845325,242.57246683714843,9.377530155114837,4494.170073252921,162,2676.3582374906196
2016,3,Pea,Surguja Division,27.07701965080556,214.42903681898838,88.36762209938664,8.198801784289707,45.235256950989466,34.40191121408749,98.76854599322107,54.8340704267007,1.2850397850120965,6179.004880273104,134,5042.32466983725
2023,6,summer paddy,Bilaspur Division,26.532280142594356,210.3921416712486,88.98388197688922,7.8457977393646265,42.22987568712481,17.740787743586765,80.51484486047576,111.26891504042926,0.8773392726269891,5386.667225153081,124,5798.8107593342565
2024,8,Mustard,Surguja Division,26.17531889248795,56.392449772433665,59.638748948411276,6.086076882545825,34.10045454298915,28.482155881126072,221.83780774431386,183.23859205328623,8.384127311673709,2259.962807223387,171,2981.007007192229
2024,9,Kulthi,Sarangarh-Bilaigarh Division,22.423390320390627,246.9925333977329,82.16113805954085,5.760245906504145,21.832908743274526,26.465265643229966,143.50876993875315,228.1713929055277,8.555111753865077,2370.9110332646405,131,3434.8469384241225
2015,9,Niger,Balod Division,30.712862070582545,275.81202627378264,74.20958734509024,7.316333455916027,45.52836772856597,31.17702886207541,130.84400877864323,101.28111860165679,8.31039527107128,2002.4737961987703,94,1296.2306236268257
2020,4,Kulthi,Bilaspur Division,20.05596888031546,116.85381961802692,60.0624142190762,5.671284281529652,43.624144910927676,38.58183089870663,139.89655242021598,236.09551839273365,7.989649025337457,5190.908636104589,116,4283.410956908965
2021,5,Gram,Sarangarh-Bilaigarh Division,33.7778992008255,253.09768104653773,64.36563197730521,7.5184776656742525,28.915172888421804,55.14383235314979,244.38491014046704,168.82429329983762,3.622283639386602,5030.611392459285,159,3179.3139533207996
2022,2,Millets,Raipur Division,32.879704100939215,70.60149296548705,38.233628797012265,7.091272660981728,11.56314744007821,29.724231567375266,220.05347886718482,210.2016486395832,2.1746208359138777,6431.814508484405,151,3120.7371578810066
2024,11,Groundnut,Bilaspur Division,21.749606513497962,199.9919645652665,86.25968763699552,7.488357198230991,35.541749096076536,59.056559785577534,191.2737543700615,129.44146086137943,9.2880401999779,4110.117088321744,121,4148.646387213356
2023,9,Gram,Balod Division,29.589275396633276,171.4117163335693,51.115786243906605,7.270512320949232,12.02387414706327,47.95140240256014,108.09579184465093,92.43607651337467,3.0700018284833397,5632.074644244409,97,2578.537471070122
2016,8,Wheat,Balod Division,26.46446388899183,186.48088332725,56.76895538743017,6.7681077085815184,47.051198473936296,35.57405233941916,83.03459990368955,232.24708308953862,3.984076821640322,4382.199293213938,174,2531.020776316177
2025,3,Mustard,Raipur Division,21.75298603998469,281.5513004710863,70.29961385987392,6.102631540420685,48.46525026501228,42.2013218555972,234.28672580489066,236.62717368124373,6.995589594516332,5870.433562637185,107,3873.450101265844
2024,11,Niger,Raipur Division,34.77043295990893,267.82881181171336,50.03414829159324,6.417106407431466,17.579605835984168,15.111208556597225,134.61510455929658,149.5150288308271,2.933560799939876,5105.1051965137585,167,1817.2287870207251
2016,12,Maize,Bilaspur Division,15.504746916965285,246.27091430993926,45.255549659335834,7.073501722656929,37.0555751221964,52.22607656568274,105.75115989372583,51.2990031998513,8.191302215610012,4714.420074956265,104,2347.575843576416
2019,9,Wheat,Surguja Division,20.052920612425734,118.42461441959274,67.86296359621323,7.455604280942818,13.69076018251051,39.11787275319829,144.18416528352708,71.95659073408089,0.7003462363178126,4325.613354915252,115,2671.366866387498
2019,3,Soybean,Raipur Division,25.40148122222301,277.9546571715229,31.499044936910966,7.838449050653585,39.18067714292489,59.30337401048009,233.56948456407042,164.60559204634436,7.911826673889345,5114.852622214874,142,2490.32783957512
2020,9,Gram,Surguja Division,25.439060069571276,74.37692311596881,73.24350672160074,7.801512155347183,23.891506646106986,41.82143718764245,127.41346267825864,54.75534046037724,6.018513226178042,3598.2692133550527,133,2193.5871036991234
2017,2,Maize,Sarangarh-Bilaigarh Division,26.778661498911283,263.33230413969693,60.841402192590586,8.418066229783257,37.24200446921782,51.70557916331625,162.52819944961988,129.38238479733906,5.729936441135929,1982.8829035283206,121,2070.3605628452137
2022,12,Millets,Balod Division,30.033523440458385,132.04001808840195,66.34522383125606,6.357524345990228,24.915060368087115,49.98813713976199,210.59326022171336,110.67398911440252,4.583770391386607,1699.9306439892039,117,2371.64704242492
2015,10,Rice,Surguja Division,27.46955661038593,63.44307791549584,67.91280955481311,5.71333212464031,15.82270039332943,27.273057573413443,135.42650620967822,192.86965508044094,2.770455962834224,3895.1186580458693,128,2480.594903198566
2020,9,Arhar,Balod Division,27.00562921056074,217.33924606018707,61.62300938955382,6.536970806625578,26.244399220102316,22.98053126166058,96.70836038527366,61.115734589587056,4.640702854312366,4496.457911100707,121,3118.0541618828465
2018,8,Millets,Surguja Division,16.070289258260864,107.81998207898886,64.95202664644415,7.72988342567223,14.5069410653916,31.5246791715755,248.9051496766067,147.7462537954575,4.500285120186874,1894.2451528531271,166,2134.4954718350414
2015,9,Moong,Sarangarh-Bilaigarh Division,22.530605755785967,110.89278146615797,71.02729205339247,6.814334953099886,33.075330999077835,33.36206722044186,241.31417149043193,165.82285397512106,5.8375418878306995,2934.517744560511,168,3290.3979740779446
2021,5,summer paddy,Raipur Division,19.64111479402312,126.51179155719286,75.18713083078045,7.953365291768258,11.638061285979191,22.004235096832193,218.6958338251028,173.45821521052352,2.8157428585553026,3110.1610298774353,107,5207.211712570145
2023,11,Rice,Sarangarh-Bilaigarh Division,20.307402232039507,65.92119187562918,73.64714347716722,7.1479790955580444,31.092787183994385,54.729893667548595,187.67477587718452,131.03153440338818,0.7759558197614902,4313.977676041256,159,2410.79472229965
2018,11,Tiwra,Raipur Division,26.086749486806898,94.28178604956351,82.1769874639357,8.28937516789151,45.45474588382164,37.127393115032305,108.9731256139394,110.87355668591019,1.4508944663913825,2892.4122802139455,100,2959.6223386376905
2018,2,Groundnut,Raipur Division,18.990106298592167,51.284906896390076,41.366605990044164,8.343590325997207,43.51493080477451,58.92221960767848,232.68258763280642,186.49860674742976,6.9917743146157285,1978.2429977800336,121,3288.6104050723525
2020,8,Jwar,Balod Division,20.87898202033795,161.3523802764467,54.068878169507855,5.707913518056246,45.31126798505988,50.500888902313164,105.11133402424575,219.513809620499,0.22492329635540487,2324.2837047327507,109,3170.269179203579
